overlap_intensity,extreme_scores,ess,dr_estimates,dr_in_ci,plugin_estimates,plugin_in_ci
0.04872488080912729,2.57,77.43,8.565936294719753,1.0,8.280890195747082,0.0
0.40287539727804766,63.42,2.79,10.12190728608626,1.0,9.85966530897692,1.0
0.45353274079401473,62.38,14.86,8.262626418132118,1.0,7.954186174175665,0.0
0.4640082010441695,69.41,44.11,9.837653216308432,1.0,10.077756884366417,1.0
0.31375143829191776,52.23,1.48,10.688845206764434,1.0,10.915558366343635,0.0
0.24139308545006777,45.15,4.68,9.461423974894053,1.0,8.45834023093691,0.0
0.0342765853457202,2.33,86.7,9.501524938233539,1.0,9.369728505844972,0.0
0.3165142219025179,47.57,6.56,9.654311194808505,1.0,8.91358949483582,0.0
0.8619560669573735,74.5,48.29,9.273183657079413,1.0,9.404049669523129,0.0
0.0181945373767044,1.14,89.38,10.510255265227917,1.0,10.23423146499014,1.0
0.20881077046261376,35.35,27.47,10.596473250572958,1.0,10.32822268523159,1.0
0.7327883360548028,74.16,7.25,10.378856981633584,1.0,9.942588035956884,1.0
0.0649474148151894,5.84,64.57,9.406900698473686,1.0,9.433452396609328,1.0
0.47745056081524606,65.5,9.29,9.744259539053285,1.0,9.610629077352192,1.0
0.706769775801954,70.3,18.37,8.131558602897949,1.0,6.694549891711418,0.0
0.280739874910633,44.55,5.74,7.796496721251349,0.0,6.409255566357796,0.0
0.6290807412217565,72.33,9.99,9.885000545864658,1.0,9.070347990887761,0.0
0.25495532081394523,45.69,6.79,11.469314849627999,1.0,10.684135101607362,0.0
0.0645541114707181,2.62,75.16,9.825588610627497,1.0,8.689660724309839,0.0
0.5863508274506086,68.32,20.29,10.06789252908005,1.0,8.12218172587325,0.0
0.33727031543860464,60.45,1.5,8.054691361997868,1.0,6.906045660068898,0.0
0.5754370415053459,71.68,11.92,11.578643291885854,1.0,10.756014823154189,0.0
0.8781194921238475,76.73,10.41,9.034600263712576,1.0,9.257883468435859,0.0
0.08686056361027572,4.41,59.71,9.511332200113031,1.0,8.611122797494538,0.0
0.8764931274301664,74.8,44.29,6.6669932156939895,0.0,6.31798033956448,0.0
0.7142865130834545,73.86,15.34,11.00897518208057,1.0,11.213663607943507,0.0
0.6422492149994659,77.38,50.95,10.001471843561362,1.0,9.879863933641191,1.0
0.08308778510767245,6.63,50.45,8.589153939456232,1.0,8.894444933232903,0.0
0.9723134766536428,76.83,47.9,10.14597371937949,1.0,6.2644573464024536,0.0
0.780709406398774,74.36,0.75,10.14660952127315,1.0,9.688450644086993,1.0
0.245199688547868,43.61,6.84,10.814666876195284,1.0,8.94902899988535,0.0
0.9755572755051577,77.52,83.86,9.305107993428267,1.0,8.047387547461744,0.0
0.8291796876157254,79.41,78.67,9.061360038135799,1.0,9.454013323120341,1.0
0.2824120170060316,56.49,7.88,8.982514510446798,1.0,8.089925628171992,0.0
0.14273761225321657,13.12,40.67,10.399293023727749,1.0,10.221765643535552,1.0
0.24189086601083964,40.74,15.98,7.612230084420093,1.0,6.487081591218119,0.0
0.519288361807026,66.93,0.97,9.747589360181056,1.0,9.327300234909314,0.0
0.4728979170584746,72.03,8.8,11.046681675385956,1.0,10.238413862207132,1.0
0.7255387871723986,71.44,46.68,13.154957016499276,0.0,11.993070047436369,0.0
0.29346843483727647,48.17,6.78,12.390414871242285,1.0,12.247236109816539,0.0
0.05094653643273028,2.92,75.51,11.11760427763511,1.0,9.73803688138223,1.0
0.2494467801393927,43.76,7.9,10.810616187032402,1.0,10.310543315960553,1.0
0.24437372051091077,49.36,6.51,11.114055992893762,1.0,10.209211136027712,1.0
0.21929238806072626,39.06,21.51,12.547226858711483,0.0,12.503760481565985,0.0
0.4593726807815519,65.05,13.74,11.42271810607823,1.0,11.061343015062949,0.0
0.8854367701937291,74.6,37.24,9.29420330977981,1.0,9.490842228629568,1.0
0.9725940526547284,75.84,57.31,8.238766154711941,1.0,7.845965602911511,0.0
0.8080304964298842,75.79,19.65,12.345845314688459,0.0,12.114701016317504,0.0
0.5297277524546476,68.81,11.0,10.552960729421327,1.0,9.553048207453735,1.0
0.5884156752926636,73.71,5.54,12.132477011077079,1.0,10.975467579056383,0.0
0.9943214019318518,81.19,85.53,8.946155470113096,1.0,8.399364845018988,0.0
0.08984528525004543,7.33,53.91,8.653361219830332,1.0,8.498329827460017,0.0
0.5100086475836517,69.41,6.36,10.328017547102865,1.0,10.154674735296322,1.0
0.2322409425903108,37.43,12.5,10.725460105038374,1.0,10.651791837585353,0.0
0.1419846841682374,23.76,20.58,11.085497479652167,1.0,11.230750791649534,0.0
0.06794116485332302,3.12,74.89,11.35543178920421,1.0,10.89811089722906,0.0
0.8201005702833204,75.84,55.59,11.085721152266894,1.0,10.10414324411308,1.0
0.5010984994914579,66.73,26.5,9.832655973334182,1.0,8.967993162419056,0.0
